transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	genesymbol	database
J1742548	13.8354225868447	-5.17261475163633	1.22900495822262	-4.20878265545563	2.56750206409109e-05	7.27060188182734e-05	SCAM3	BOVIN
J1758398	35.9754165208057	8.03490467163322	0.581209572314423	13.8244534404993	1.8148566321364e-43	5.95194636205539e-42	ILEUB	MOUSE
J1760590	47.0296023314409	-7.96611818501732	1.47342926040695	-5.40651553425586	6.42626562065368e-08	2.59108212084839e-07	RERE	MOUSE
J1762827	711.805777525554	6.87245222604729	0.442297736870107	15.5380678062695	1.91675790959496e-54	9.04527184956478e-53	CO1A1	CHICK
J1765649	59.5213086825697	6.60178660118766	1.69894798025186	3.88580855795771	0.000101989858509654	0.000262080591320241	PP2D1	HUMAN
J1766786	64.382346880668	6.0016393699087	1.58939805069903	3.77604550808976	0.00015933789190582	0.000396881574942791	ARP2	CHICK
J1768153	16.4593090754075	6.65309471988765	1.61690168131273	4.1147181654769	3.87652765424671e-05	0.000106569905451033	ESF1	HUMAN
J1778209	8.71116221607613	6.05241770470124	0.646508763407336	9.36169476311937	7.8467796634678e-21	9.3786916030111e-20	UPK3B	BOVIN
J1797219	16.0800995465248	-6.46495305538895	1.09379713777785	-5.91055949234162	3.40947683493806e-09	1.59671677622238e-08	S39A9	CHICK
J1802475	42.4147288183791	6.26271400163433	1.50256687539172	4.16801015928267	3.07270242891883e-05	8.58180449238414e-05	FAN1	AILME
J1808201	228.465093431587	8.55409399250239	1.43245212567844	5.97164389591796	2.34874766427249e-09	1.12138679329206e-08	YIPF3	CHICK
J1809026	557.113644581712	5.00909884080295	0.310321358578654	16.1416502677928	1.30017985716062e-58	6.80962434523773e-57	LEG3	CRILO
J1811120	1931.91807866732	5.94061133819814	0.283342106978404	20.966214310854	1.33471396552919e-97	1.82168475546748e-95	S10A4	RAT
J1818301	29.7539958238068	-5.84936245289867	1.7779746907406	-3.28990197856087	0.00100222289370396	0.00217496585891597	E41L2	HUMAN
J1818603	93.6348410698973	-8.61064264961879	0.741962025836746	-11.6052336235243	3.87627534554513e-31	8.09083735815111e-30	MYPT2	MOUSE
J1819098	153.519352608566	-5.67838991454435	0.349006947409676	-16.2701343245149	1.60804619915141e-59	8.64438608897599e-58	OTU7A	HUMAN
NODE_10168_length_3167_cov_140.276028_g3787_i4	216.017654252568	-5.9870273248924	1.62197916207748	-3.69118633880847	0.000223210534036088	0.000541295638076876	ACLY	BOVIN
NODE_10246_length_3151_cov_75.415698_g6269_i0	10.6489555612172	-6.389047709299	0.747366111400477	-8.54875222710683	1.24426301983654e-17	1.2245460712925e-16	APLD1	HUMAN
NODE_10526_length_3092_cov_36.860059_g5673_i1	15.792676339103	-5.47731392397251	1.19905782992294	-4.56801480903095	4.92365253277044e-06	1.5494244398652e-05	YSMU	CAEEL
NODE_1068_length_7755_cov_37.919351_g691_i0	496.268549426946	5.07353771290355	0.309503847838791	16.3924867116553	2.1640758214298e-60	1.20306780970365e-58	AHNK2	HUMAN
NODE_11000_length_3003_cov_15.474559_g3314_i2	12.6326718855299	6.52003098642613	0.99488976679553	6.55352100708272	5.61960234731888e-11	3.18467419946393e-10	TPBG	MACFA
NODE_11116_length_2389_cov_15.046240_g3316_i0	78.9917699545292	-5.36904521138342	1.43229046212823	-3.74857290008451	0.000177843646285957	0.000439175539522841	UD11	RAT
NODE_11472_length_2909_cov_28.573931_g7055_i0	85.0602109044317	-8.38464689119191	0.884301145606581	-9.48166462618401	2.50258451979365e-21	3.07169676680972e-20	WIPF3	HUMAN
NODE_1153_length_7610_cov_111.257445_g568_i4	1285.8786484109	5.35899862599357	0.300014890995164	17.8624421215144	2.31294295641233e-71	1.75729696018354e-69	TF2L1	HUMAN
NODE_11608_length_2879_cov_113.878541_g7139_i0	57.37050197228	-5.12872272035346	0.976789753546121	-5.25059021323088	1.51612628972446e-07	5.82455191668458e-07	RBM24	CHICK
