GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RBP4	1936.80797019429	-5.70116470011701	0.524318127785836	-10.8734838602523	1.54197995129583e-27	4.16218938353528e-24
A2M	2413.69601035868	3.30786571551321	0.528157556507417	6.26302828532333	3.77572098336308e-10	7.41208353770385e-08
LOC103907273	6.41397600746138	4.61329615613213	0.660088660626664	6.98890381142502	2.7704227126054e-12	9.06431940242439e-10
CCNB1	8.65794061000572	-2.92307804553527	0.701999592824502	-4.16393125496589	3.12814334543799e-05	0.00102347162729376
VIPR1	104.578322916696	-2.27218785006916	0.451580529208932	-5.03163379087563	4.86317545328118e-07	3.37461973532802e-05
FAM107B	48.6078869409317	-2.30322613020949	0.327004401381073	-7.04341018188754	1.87590941944185e-12	6.75139800057123e-10
B3GNT9	13.3334681471163	-2.43935006541801	0.606812976454078	-4.01993721306421	5.82136537842885e-05	0.0016583979417123
UPP2	9.29090373154284	3.93639381252882	1.02406977754565	3.84387265286064	0.000121107868087841	0.00300598080860787
PCDH15	23.9073908457905	2.12757922995831	0.347960690146907	6.11442410078006	9.6906277462933e-10	1.71524111109391e-07
LARP1	90.6677813104669	-2.12106529960482	0.30923853845069	-6.8589940640372	6.93471202570613e-12	1.97037067740919e-09
LOC103906733	38476.6170548795	2.98858594341006	0.85122626079691	3.5109184021322	0.000446561448955125	0.00769654265450925
APOC3	251.867486768746	-2.80244524227244	0.690127029183323	-4.06076725554247	4.89117123495367e-05	0.00145482027062796
G0S2	348.185281978183	3.01771448167854	0.702184025927187	4.29761197955742	1.72648046189314e-05	0.000651140423856576
LOC103903719	7005.21897336589	-2.50356395807409	0.541899797478681	-4.619975814205	3.83784778961362e-06	0.000187502389293796
FBN2	4.69762431891913	-3.16879743405518	0.598497331560212	-5.29458907660374	1.19284334096881e-07	1.0643908721025e-05
LOC109279553	6.60412837861442	-2.97815195742084	0.839274024234162	-3.54848580013948	0.00038745288890357	0.00696061371296479
PLK1	18.0272265334656	-3.2712690413041	0.580809501143267	-5.63225814120623	1.77865184074433e-08	2.0731666846365e-06
LOC103900751	629.421100110044	3.86460707543836	0.878284639049637	4.40017609737559	1.08163066103862e-05	0.000436029535340768
PPP1R37	108.499768934353	2.32130546620538	0.311689966397529	7.44748216644481	9.51384047283915e-14	3.95080521481709e-11
DLGAP5	10.700498317649	-3.4335750642543	0.65318537946564	-5.25666246091309	1.46693192145694e-07	1.26707711647765e-05
CUNH16orf89	27.9736456170859	5.5015547575399	0.841499058676401	6.53780262831586	6.24292341358969e-11	1.43414561907506e-08
TYRP1	9.97311446403833	-2.84814792392728	0.731435267210867	-3.89391659331376	9.86385770637947e-05	0.0025236983804687
GYG2	7.89402794884182	-2.80978902637231	0.811331313440779	-3.4631832641295	0.000533824673111488	0.0087535034633839
LOC103901320	443.173809124685	-4.21153550914599	0.444794114653999	-9.4685054734191	2.83876065897634e-21	4.37858554785251e-18
LCP1	57.8855200473823	-2.59237144381361	0.48059409493139	-5.3940975787139	6.88687868005607e-08	6.63907402755048e-06
SMC2	113.67382459632	-2.95078001324806	0.50833061016145	-5.8048442377115	6.44258679454111e-09	8.48300117325126e-07
TRNAE-CUC_4	20.6102294711524	-3.42218947041644	0.804647245784089	-4.25303073905596	2.10896613785524e-05	0.000764110986255807
MIS18BP1	36.6788395690919	-2.32241147204307	0.501720063797069	-4.62889894110836	3.67615102795077e-06	0.000182070654352222
SLC16A3	140.825772705313	-2.47039523002181	0.398963913159967	-6.19202676867491	5.93954614747693e-10	1.14516570989836e-07
NDC80	7.47074792750433	-2.9503906778272	0.662729524666713	-4.45187752773042	8.51227141294619e-06	0.000357614764379689
BOK	44.9715724151295	-3.57056327013422	0.311350616656479	-11.4679820084433	1.91062891426843e-30	6.87635346245206e-27
C9	298.425484666126	2.7218283340099	0.599767771086979	4.5381370344009	5.67533775384412e-06	0.000252167167605987
TNNC2	962.67924970088	-5.36083709860352	1.28930969472983	-4.15791265707257	3.21168766765812e-05	0.00104447565505135
KIAA0319	23.2369935806478	-2.48396672345685	0.42449429529064	-5.85159035354326	4.86894654617737e-09	6.91710734987857e-07
GRIK1	17.5046147175626	3.00396630475459	0.594995755884326	5.04871887748153	4.44782679937654e-07	3.20154573019123e-05
ACTG2	140.459743903329	-2.67941380541388	0.726322806830975	-3.68901235127733	0.00022512629109591	0.00487111936866241
LOC103906927	2554.8629528154	-5.02065815859707	0.650214919985747	-7.72153637862866	1.14935788304073e-14	5.90934145866225e-12
LOC103906929	185.966623863811	-4.72597658052855	0.81182691061503	-5.82140911903032	5.83535332042272e-09	8.07747561546207e-07
CCDC83	43.6507196893781	-2.03581914688706	0.300589867173763	-6.77274708568337	1.26359739749467e-11	3.41076527518748e-09
LOC103899098	180.694736645669	-3.56767756140327	0.438680150935467	-8.1327535649729	4.19647187531561e-16	3.48533129521405e-13
S100B	17.7836084416372	-2.42670850454715	0.656629016682457	-3.69570707795981	0.000219275671660388	0.00478286752912567
LOC103902097	4.0545580812994	-3.40834351262809	0.737890803836082	-4.61903508609823	3.85528669289829e-06	0.000187502389293796
CPZ	31.8148213605225	-3.17740265119343	0.546778878015198	-5.81112910346385	6.20528843402493e-09	8.33103937115692e-07
IRF1	364.603050840839	2.29146308290663	0.584431545490536	3.92084085910065	8.82405246296466e-05	0.00230971764087329
KCNK2	4.58549930965507	3.50219102817314	0.717601846620493	4.88040972116575	1.05865668084876e-06	6.64553266460703e-05
LOC103904575	1056.25768679849	-5.16348549020162	0.648558103071562	-7.96148481646814	1.69986926574192e-15	1.01963824790086e-12
PTPDC1	8.38741939298401	-2.16705410118563	0.499241996956511	-4.34068871288167	1.42036822914232e-05	0.000555641875726438
MAFA	6.91320758546493	-2.84974458250348	0.801912178434405	-3.55368662447191	0.000379871567545173	0.00685865102806895
KHDRBS2	6.01399660492173	-3.47764875488793	0.777004488588492	-4.47571256789705	7.61568847635509e-06	0.000323726726296086
LOC103895572	28.521496161445	-5.88412947470651	0.743031785561879	-7.9190817795997	2.39270944261123e-15	1.35968862378281e-12
LOC103905173	3.92771515037908	3.96181047920899	0.995383060476987	3.98018676077378	6.88611473100802e-05	0.00188704012057598
SNAP91	9.45878945245786	2.77845857335885	0.493791528059157	5.62678461552298	1.83599738729202e-08	2.10885785006297e-06
DOCK8	24.4212948518968	-2.2908466559317	0.402891688343737	-5.68601120899077	1.30040863524841e-08	1.59551273122466e-06
MEOX1	12.2008250585581	-3.75711785880808	0.852243646602547	-4.40850204490906	1.04088037849629e-05	0.000422736513180604
CDC42EP2	15.805170711799	2.94468313947354	0.483298216132378	6.09289056152232	1.1088987465292e-09	1.93109351068964e-07
MDGA1	9.18630254094312	-2.53335538985928	0.589073618418245	-4.30057519238722	1.70355354173159e-05	0.000647650267256197
MDGA2	29.5338543177798	-2.11158075550151	0.57708738673213	-3.65903120402397	0.000253170515607858	0.00520205846892345
FNDC1	109.868324639069	-2.25048932196473	0.529592373859758	-4.24947456392317	2.1427253766418e-05	0.000771166863053383
CETP	27.2820255576669	-2.22750539765926	0.447258489841995	-4.9803535276573	6.34682238724506e-07	4.15312977667181e-05
ANLN	58.2585079985747	-3.03420835706943	0.665234888537105	-4.56110827822313	5.08843315757383e-06	0.000231679121016682
GPRC5B	81.8435286149431	-2.06735299583108	0.372525674498058	-5.54955842605113	2.86392031385798e-08	3.12340885138633e-06
P2RY14	9.30196153675008	-3.34669282644624	0.593802699105292	-5.63603505253318	1.74009975153363e-08	2.06459967223171e-06
TRNAS-GCU_2	2.98970161933559	-3.6804013113738	1.00692965057008	-3.65507293313899	0.00025710887552906	0.00524764561264133
AOAH	63.2897129137882	-2.15387375943515	0.472638911596529	-4.55712322152988	5.18590032974987e-06	0.000234276844603805
CKAP2L	9.61429780465269	-2.01144670006074	0.540076861593607	-3.72437118325261	0.000195802659755714	0.0044043360778801
LOC103896299	28.2922141492463	-4.16117733401478	0.865988045254403	-4.80512099077804	1.546579504858e-06	9.27689939663988e-05
OGDHL	15.4235675832374	-2.90402574692188	0.421288635993637	-6.89319743950021	5.45520755868528e-12	1.68285360031785e-09
EXO1	3.41416165118545	-4.02437132619533	0.879237465028495	-4.57711538266275	4.7143146574466e-06	0.000219196906307177
SIAH3	17.6289334347958	-2.14183859271765	0.476444609855453	-4.49546190346756	6.94190868328891e-06	0.000299807152213882
KIAA1257	7.18511045390667	-2.71152422225418	0.507473783204391	-5.34318089327204	9.13295393951721e-08	8.4280772380314e-06
FGB	22335.5888076424	2.68258607037825	0.716142292039337	3.74588416324238	0.000179759529123998	0.00408208156006514
FGG	7897.57474812302	3.61540857649858	0.660082293012776	5.4772088492133	4.32087131199022e-08	4.40117429769419e-06
NAT8L	5.90824275775483	3.39936765395606	0.653707784239212	5.20013335608702	1.99145590565151e-07	1.5927221787644e-05
DBX2	7.6738888128632	-2.62602952569712	0.49443612288848	-5.31116033827776	1.08929438814859e-07	9.80092625736696e-06
SCNM1	2.78252666848632	3.02065665980502	0.656402258057904	4.6018377035177	4.18779476106989e-06	0.000200069115200317
COL3A1	419.32319125155	-2.43438649544871	0.677518059589006	-3.59309462086584	0.00032677385851352	0.0061041130629247
