GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC103907273	6.41397600746138	5.31552626145751	0.788524857291506	6.7411017069465	1.57190120610213e-11	8.93253543278142e-09
LOC103904216	2225.7250069296	5.02363922014052	1.0119579411985	4.964276691372	6.89575763850395e-07	8.65738316545665e-05
LOC103898225	4.49171487208856	3.04650762302795	0.714569187889126	4.26341867892106	2.01322789687701e-05	0.00134960968371375
WNT2B	26.3913118495668	3.65352013899786	0.721028520681916	5.06709517612774	4.03932344610452e-07	5.77310339664262e-05
TEKT1	5.56382935470144	3.39555851172006	0.733419041466006	4.62976595880685	3.66079259823877e-06	0.000332147711623395
LARP1	90.6677813104669	-3.07006806445187	0.32494424734436	-9.44798404508562	3.4541898714443e-21	9.32372201049601e-18
DNAJB5	40.6362952740485	-2.67633365777235	0.457897965267059	-5.84482539950016	5.07099864492576e-09	1.30360886593484e-06
RHPN2	7.53507090210797	-3.04274647856563	0.826178750303405	-3.68291544347783	0.000230581659862924	0.00818944138664469
LOC103907373	219.286575479425	-2.28362410232629	0.37450378810817	-6.09773298652642	1.07583251305944e-09	3.45993338630736e-07
PPP1R37	108.499768934353	2.23820369218873	0.326551469690486	6.85406099782725	7.17824498019423e-12	4.30575061395317e-09
CUNH16orf89	27.9736456170859	3.07850834971974	0.735883282811688	4.18341932970304	2.87157016525584e-05	0.00166690016528319
LOC103901372	202.599975392743	2.37105479601392	0.533327149200358	4.44577929244545	8.75738228431024e-06	0.000705622809878341
ITIH2	365.872808299711	-2.59088767579255	0.698049247018803	-3.71161159023893	0.000205943839324869	0.00757978848022546
TRNAE-CUC_4	20.6102294711524	-3.72442874869855	0.874652229105991	-4.25818242355068	2.06095739710608e-05	0.00134960968371375
CD151	323.123616934598	2.00312342352532	0.278215729023493	7.19989279742042	6.02599183409713e-13	4.06641461454667e-10
WIPF3	81.606327497745	2.00154417104496	0.434171457479972	4.61003167426612	4.02607625839636e-06	0.000359252441007483
WIF1	40.7647570699279	2.60117146821045	0.560201566734524	4.64327774621011	3.42924855114922e-06	0.000313776242430154
BOK	44.9715724151295	-3.38889213801331	0.305841452297022	-11.0805520721964	1.55908238435626e-28	5.61113750129818e-25
TPD52L1	33.1090248874611	3.07743542655704	0.589928987798357	5.21662011904548	1.82217425909723e-07	2.81057363935326e-05
TMED8	7.33120313032505	-2.23977446934711	0.448961635716333	-4.98878810830569	6.07592452387191e-07	8.01271729467657e-05
CP	251.816113243208	4.12471179317195	0.875057376381323	4.71364724702866	2.43321747313431e-06	0.000235486741337889
SDR16C5	7.68241113101246	4.19008312021113	1.01351301735655	4.13421736914609	3.56166258444413e-05	0.0019251691784333
SNCG	67.1911627944301	3.56811644909686	0.631627526471717	5.64908320102581	1.61305776406892e-08	3.48323693573043e-06
LOC103902017	27.785381069643	2.18101585494201	0.571146439819742	3.81866313590322	0.000134176839664194	0.00538552913700485
CPM	40.2153360726965	3.5209147660485	0.605176082531726	5.81800052526682	5.95557148231492e-09	1.42894011765676e-06
ST8SIA6	14.1022414715665	2.47080123312037	0.50229496785521	4.91902446021039	8.69766013911079e-07	0.000104342929468866
LOC109279807	14.4594934896931	3.01237947947829	0.538891133003587	5.58995926076638	2.27122892313468e-08	4.80832523197748e-06
OSR1	54.2951928762047	-3.43786659637129	0.622607350246534	-5.52172504068575	3.35687514121911e-08	6.15219330727084e-06
CRYM	241.382202484448	2.22160856345192	0.38132973906542	5.82595149514625	5.67881092493372e-09	1.39350276264794e-06
SERPINF1	341.30188366786	-2.763901578324	0.63612566029897	-4.34489873749945	1.3933992542468e-05	0.00102709184892995
TRNAS-GCU_2	2.98970161933559	-5.74315220046762	1.06173853659594	-5.40919633460874	6.33081965006569e-08	1.06802905877749e-05
LOC103908312	87.2500547936269	-3.91909205510203	0.603856941358296	-6.49010019871024	8.5779305537026e-11	3.85899650784696e-08
TLL2	7.30435373316192	3.57633155790791	0.819820960207931	4.36233242560771	1.28683143507519e-05	0.000971602727587888
PCP4	413.120602648027	3.71412985955297	0.612872020297795	6.06020463741887	1.35948476342783e-09	3.9671235110082e-07
COL3A1	419.32319125155	-2.88974247742469	0.741155193775194	-3.89897082513222	9.66024121214669e-05	0.00436408470157104
TRNAN-GUU_7	4.78598866314415	-2.88648167511521	0.6595600320584	-4.37637445390207	1.20669642382546e-05	0.000944108788988655
RASGRP1	21.4492179674402	3.6045134065193	0.668314624935102	5.39343786898173	6.91222337487779e-08	1.14817347351624e-05
APOH	130.932083574989	2.06617707204159	0.521042837766584	3.96546487597473	7.32530391635926e-05	0.00348960996773618
LOC103901876	54.8135722902873	2.30285623594809	0.349802885140404	6.58329686167044	4.60129115540692e-11	2.25818820931493e-08
HPGDS	33.3444584044173	4.04472540939789	0.817191694106865	4.94954297573778	7.43879514353618e-07	9.12689445054092e-05
LHX9	5.95710303055968	4.16586844725284	1.03044310936063	4.04279325021413	5.28181911234149e-05	0.002715609569331
ACP6	21.5545818436388	-2.34407494403823	0.284923214789149	-8.2270409091548	1.91894935824222e-16	2.07188962209412e-13
CH25H	13.1625642673367	3.1701209422226	0.745460620760445	4.25256660638729	2.11334330238261e-05	0.00137456431541115
LOC103893470	1958.99753514742	4.12478530755337	1.06723217823125	3.86493716333541	0.000111117802633337	0.00478747130989304
ATP8B1	89.3708483483724	3.33101937078119	0.457286502556532	7.28431596419007	3.23306483826938e-13	2.3271600705863e-10
LOC103906145	22.1623386284721	2.24871323800071	0.514238112531311	4.37290271413672	1.2260536867171e-05	0.000952352637085217
CKMT2	523.738538808298	3.39492927954139	0.834514451681528	4.06814917668674	4.73880409889503e-05	0.00250808175763577
FAM180B	3.8401754123529	3.80729999456528	0.960204049279628	3.96509470817336	7.33668113991028e-05	0.00348960996773618
ARL1	179.481690863882	2.80324420822424	0.230084944237221	12.1835186457661	3.80504361530776e-34	4.10830559144779e-30
SLITRK5	3.66767141784205	2.86643282925012	0.744339016238217	3.85097753404983	0.000117647292009843	0.00496186645246201
LOC103894158	14.1708004209819	-3.82444530793273	0.95018318151812	-4.02495580044088	5.69860177438098e-05	0.0028710598707876
PRKCD	4.06198419862925	2.32532098454012	0.510273462712303	4.55700943603872	5.18870939617154e-06	0.000444622978971937
TRNAA-AGC_3	47.0990561840725	-2.51855831817052	0.567768687266742	-4.43588802033967	9.16935062436726e-06	0.000730003430460415
